sin_hour,cos_hour,distance_km,merchant_avg_prep_min,merchant_std_prep_min,merchant_pct_rider_waits,zone_avg_delivery_min,zone_avg_rider_dispatch_min,merchant_orders_ongoing,order_category_pharmacy,order_category_supermarket,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,total_delivery_min
0.49999999999999994,-0.8660254037844387,5.78,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,38.032906116666666
0.49999999999999994,-0.8660254037844387,6.39,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,61.4122372
0.49999999999999994,-0.8660254037844387,5.67,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,43.98871166666667
0.49999999999999994,-0.8660254037844387,5.93,24.554039975469994,9.437415368518211,1.0,18.820215868781634,12.847635252566883,0,False,True,False,False,True,False,False,False,38.366190950000004
0.258819045102521,-0.9659258262890682,1.1,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,32.479523416666666
0.258819045102521,-0.9659258262890682,1.65,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,38.26749985
0.258819045102521,-0.9659258262890682,1.27,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,39.4094896
0.258819045102521,-0.9659258262890682,7.48,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,55.285155749999994
0.258819045102521,-0.9659258262890682,1.98,19.521592030833336,6.430536138294635,1.0,18.624475783030302,11.436999975378788,0,True,False,False,False,True,False,False,False,48.14065563333334
0.258819045102521,-0.9659258262890682,6.94,35.02529269042631,16.283039756364058,1.0,7.119285416666667,22.815726916666666,0,False,False,False,False,True,False,False,False,45.888428033333334
1.2246467991473532e-16,-1.0,4.57,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,50.88421695
1.2246467991473532e-16,-1.0,6.2,24.554039975469994,9.437415368518211,1.0,18.820215868781634,12.847635252566883,0,False,True,False,False,True,False,False,False,57.66003453333334
1.2246467991473532e-16,-1.0,2.56,19.3966708,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,42.620896949999995
1.2246467991473532e-16,-1.0,3.61,24.554039975469994,9.437415368518211,1.0,13.514399916666667,20.199513850000002,0,False,True,False,False,True,False,False,False,32.24878236666667
1.2246467991473532e-16,-1.0,2.0,35.02529269042631,16.283039756364058,1.0,14.426729475,17.126408350000002,0,False,False,False,False,True,False,False,False,83.0816032
-0.2588190451025208,-0.9659258262890683,1.07,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,31.9471782
-0.2588190451025208,-0.9659258262890683,7.86,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,85.70872998333333
-0.2588190451025208,-0.9659258262890683,3.78,30.20740998333333,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,151.12737896666667
-0.2588190451025208,-0.9659258262890683,0.99,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,29.998487166666667
-0.2588190451025208,-0.9659258262890683,3.54,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,104.20919228333334
-0.2588190451025208,-0.9659258262890683,0.89,23.9294519,6.410320506888438,1.0,31.200508116666665,16.629439633333334,0,False,False,False,False,True,False,False,False,47.856227800000006
-0.2588190451025208,-0.9659258262890683,1.58,35.02529269042631,16.283039756364058,1.0,13.564552433333334,9.354182233333335,0,False,False,False,False,True,False,False,False,25.7546722
-0.4999999999999997,-0.8660254037844388,4.16,71.09133691666666,16.283039756364058,1.0,18.83673502897464,14.359170146291804,1,False,False,False,False,True,False,False,False,56.406628700000006
-0.4999999999999997,-0.8660254037844388,6.68,35.02529269042631,16.283039756364058,1.0,18.83673502897464,14.359170146291804,0,False,False,False,False,True,False,False,False,54.30862056666667
-0.4999999999999997,-0.8660254037844388,5.92,19.521592030833336,6.430536138294635,1.0,18.624475783030302,11.436999975378788,0,True,False,False,False,True,False,False,False,44.50405083333333
-0.4999999999999997,-0.8660254037844388,1.78,19.521592030833336,6.430536138294635,1.0,18.624475783030302,11.436999975378788,0,True,False,False,False,True,False,False,False,31.802570916666664
-0.4999999999999997,-0.8660254037844388,6.28,35.02529269042631,16.283039756364058,0.0,20.85144263333333,11.024577316666667,0,False,False,False,False,True,False,False,False,62.249856783333335
-0.4999999999999997,-0.8660254037844388,5.84,24.554039975469994,9.437415368518211,1.0,18.820215868781634,12.847635252566883,0,False,True,False,False,True,False,False,False,63.335565233333334
